time,x,y
14.947,-1.671192917254011,0.045551785728275694
15.045,-1.6711929172702085,0.0455517857351329
15.146,-1.671192917286395,0.04555178574198562
15.245,-1.671192917302576,0.04555178574884107
15.345,-1.6711929173187399,0.04555178575569005
15.446,-1.6711929173348987,0.04555178576253752
15.545,-1.6711929173510514,0.045551785769387426
15.645,-1.6711929173671851,0.045551785776232784
15.747,-1.6711929173833115,0.04555178578307546
15.845,-1.6711929173994298,0.045551785789919974
15.953,-1.6711929174155322,0.045551785796758046
16.045,-1.671192917431631,0.04555178580359725
16.145,-1.6711929174477151,0.04555178581043455
16.249,-1.6711929174637883,0.04555178581726599
16.345,-1.6711929174798572,0.04555178582410003
16.446,-1.6711929174959088,0.045551785830929836
16.545,-1.671192917511954,0.04555178583775853
16.645,-1.671192917527989,0.045551785844587606
16.747,-1.6711929175440097,0.045551785851410176
16.845,-1.6711929175600269,0.04555178585823429
16.945,-1.6711929175760287,0.04555178586505611
17.045,-1.6711929175920208,0.04555178587187321
17.145,-1.6711929176080074,0.045551785878692914
17.245,-1.6711929176239768,0.045551785885507276
17.345,-1.671192917639941,0.045551785892321436
17.445,-1.6711929176558944,0.045551785899135395
17.545,-1.6711929176718336,0.04555178590594268
17.646,-1.67119291768777,0.045551785912751525
17.745,-1.6711929177036902,0.045551785919558246
17.845,-1.6711929177196014,0.0455517859263609
17.945,-1.6711929177355063,0.04555178593316608
18.047,-1.6711929177513944,0.045551785939965395
18.146,-1.6711929177672777,0.04555178594676459
18.245,-1.6711929177831506,0.04555178595356357
18.349,-1.671192917799009,0.04555178596035587
18.447,-1.6711929178148646,0.04555178596714982
18.55,-1.6711929178307043,0.045551785973941744
18.645,-1.6711929178465348,0.04555178598072984
18.745,-1.6711929178623588,0.045551785987520355
18.845,-1.6711929178781673,0.0455517859943049
18.945,-1.67119291789397,0.045551786001088654
19.045,-1.6711929179097633,0.045551786007872894
19.145,-1.671192917925541,0.0455517860146505
19.245,-1.6711929179413159,0.045551786021429466
19.35,-1.6711929179570761,0.04555178602820688
19.445,-1.6711929179728255,0.04555178603498029
19.545,-1.6711929179885698,0.04555178604175626
19.645,-1.6711929180042981,0.04555178604852633
19.749,-1.6711929180200202,0.04555178605529432
19.849,-1.6711929180357348,0.04555178606206391
19.949,-1.6711929180514324,0.04555178606882772
20.046,-1.671192918067127,0.04555178607559184
20.147,-1.671192918082809,0.04555178608235558
20.245,-1.6711929180984781,0.04555178608911431
20.345,-1.6711929181141438,0.04555178609587516
20.446,-1.6711929181297935,0.045551786102631574
20.545,-1.6711929181454352,0.045551786109383964
20.647,-1.6711929181610714,0.04555178611613889
20.745,-1.6711929181766858,0.045551786122894386
20.85,-1.6711929181922458,0.04555178612969647
20.947,-1.6711929182077767,0.045551786136507566
21.046,-1.6711929182233025,0.04555178614331983
21.15,-1.6711929182388157,0.045551786150131765
21.252,-1.6711929182543164,0.04555178615693747
21.346,-1.6711929182698142,0.04555178616374533
21.446,-1.6711929182852963,0.04555178617055051
21.548000000000002,-1.671192918300769,0.04555178617735213
21.646,-1.6711929183162366,0.04555178618415614
21.754,-1.6711929183316878,0.04555178619095392
21.845,-1.6711929183471332,0.0455517861977497
21.946,-1.6711929183625722,0.04555178620454727
22.045,-1.6711929183779937,0.04555178621133917
22.15,-1.6711929183934118,0.04555178621813073
22.246,-1.671192918408819,0.04555178622492281
22.345,-1.6711929184242122,0.04555178623170904
22.445,-1.6711929184396028,0.0455517862384969
22.545,-1.6711929184549785,0.04555178624528229
22.651,-1.6711929184703445,0.04555178625206191
22.745,-1.671192918485707,0.04555178625884404
22.847,-1.6711929185010528,0.04555178626562316
22.945,-1.6711929185163907,0.04555178627239913
23.045,-1.6711929185317227,0.045551786279177456
23.145,-1.671192918547039,0.04555178628594961
23.245,-1.6711929185623497,0.04555178629272062
23.346,-1.6711929185776533,0.04555178629949283
23.448,-1.6711929185929404,0.04555178630625879
23.545,-1.671192918608224,0.0455517863130242
23.651,-1.6711929186234975,0.04555178631979065
23.746,-1.6711929186387562,0.04555178632655148
23.846,-1.671192918654012,0.04555178633331393
23.951999999999998,-1.6711929186692542,0.04555178634007406
24.046,-1.6711929186844854,0.045551786346828646
24.145,-1.6711929186997139,0.04555178635358542
24.245,-1.6711929187149268,0.04555178636033955
24.347,-1.6711929187301304,0.04555178636708927
24.445,-1.6711929187453296,0.045551786373841656
24.545,-1.6711929187605132,0.04555178638058931
24.645,-1.6711929187756893,0.04555178638733506
24.745,-1.6711929187908598,0.0455517863940823
24.858,-1.6711929188060144,0.0455517864008236
24.961,-1.6711929188211636,0.04555178640756283
25.045,-1.671192918836306,0.04555178641430439
25.151,-1.6711929188514316,0.04555178642104023
25.246,-1.6711929188665535,0.04555178642777616
25.347,-1.671192918881665,0.04555178643451249
25.45,-1.671192918896763,0.04555178644124246
25.548000000000002,-1.6711929189118575,0.04555178644797328
25.648,-1.6711929189269403,0.045551786454703584
25.747,-1.6711929189420105,0.0455517864614276
25.85,-1.6711929189570778,0.04555178646815327
25.95,-1.6711929189721317,0.04555178647487754
26.045,-1.671192918987174,0.045551786481597085
26.145,-1.6711929190022135,0.045551786488319146
26.245,-1.6711929190172377,0.04555178649503751
26.345,-1.671192919032253,0.045551786501751124
26.447,-1.671192919047265,0.04555178650846696
26.545,-1.6711929190622603,0.04555178651517941
26.645,-1.6711929190772483,0.045551786521888134
26.745,-1.6711929190922317,0.04555178652859979
26.845,-1.6711929191071992,0.04555178653530648
26.945,-1.67119291912216,0.045551786542011155
27.045,-1.6711929191371155,0.04555178654871768
27.145,-1.6711929191520547,0.04555178655541828
27.246,-1.6711929191669885,0.04555178656211648
27.345,-1.6711929191819161,0.0455517865688172
27.445,-1.6711929191968273,0.045551786575512676
27.545,-1.6711929192117339,0.04555178658220752
27.65,-1.6711929192266322,0.04555178658890355
27.745,-1.671192919241516,0.04555178659559316
27.845,-1.6711929192563955,0.0455517866022824
27.945,-1.671192919271267,0.04555178660897277
28.048,-1.6711929192861226,0.0455517866156568
28.145,-1.6711929193009751,0.04555178662234067
28.245,-1.6711929193158181,0.045551786629025634
28.345,-1.6711929193306465,0.04555178663570497
28.448,-1.6711929193454713,0.04555178664238533
28.548000000000002,-1.6711929193602855,0.04555178664906492
28.645,-1.6711929193750865,0.045551786655738113
28.745,-1.671192919389885,0.04555178666241222
28.845,-1.6711929194046726,0.045551786669086436
28.945,-1.6711929194194461,0.04555178667575495
29.045,-1.6711929194342172,0.04555178668242488
29.145,-1.6711929194489763,0.04555178668909371
29.249,-1.671192919463723,0.045551786695757365
29.345,-1.671192919478467,0.045551786702422443
29.448,-1.6711929194931983,0.04555178670908596
29.546,-1.671192919507918,0.045551786715743246
29.645,-1.6711929195226354,0.04555178672240223
29.746,-1.6711929195373394,0.04555178672906056
29.845,-1.6711929195520316,0.045551786735713785
29.946,-1.671192919566721,0.04555178674236916
30.051,-1.6711929195813977,0.04555178674902199
30.145,-1.6711929195960629,0.04555178675566973
30.245,-1.671192919610726,0.045551786762319274
30.345,-1.6711929196253754,0.0455517867689671
30.445,-1.6711929196400137,0.04555178677560895
30.545,-1.6711929196546498,0.04555178678225316
30.645,-1.671192919669272,0.04555178678889568
30.745,-1.671192919683884,0.0455517867955336
30.845,-1.6711929196984925,0.04555178680217387
30.945,-1.6711929197130877,0.045551786808811244
31.046,-1.6711929197276727,0.04555178681544336
31.146,-1.671192919742255,0.045551786822077
31.245,-1.6711929197568236,0.04555178682870943
31.351,-1.6711929197713813,0.04555178683533653
31.445,-1.671192919785936,0.045551786841965786
31.545,-1.6711929198004782,0.04555178684859317
31.646,-1.671192919815009,0.045551786855216006
31.745,-1.6711929198295372,0.04555178686184039
31.849,-1.6711929198440527,0.0455517868684628
31.945,-1.6711929198585564,0.04555178687507894
32.048,-1.6711929198730582,0.045551786881696886
32.146,-1.6711929198875475,0.04555178688831463
32.245,-1.6711929199020248,0.04555178689492702
32.346,-1.6711929199164992,0.04555178690154117
32.448,-1.6711929199309619,0.045551786908153966
32.546,-1.6711929199454123,0.045551786914760986
32.645,-1.6711929199598603,0.045551786921369186
32.745,-1.6711929199742974,0.045551786927977164
32.846,-1.6711929199887212,0.04555178693457866
32.945,-1.6711929200031423,0.04555178694118126
33.053,-1.6711929200175533,0.04555178694778432
33.146,-1.6711929200319504,0.04555178695438174
33.245,-1.6711929200463447,0.045551786960980375
33.345,-1.671192920060729,0.04555178696757879
33.446,-1.6711929200750995,0.045551786974170394
33.545,-1.671192920089467,0.045551786980762114
33.647,-1.6711929201038271,0.04555178698735554
33.745,-1.6711929201181712,0.04555178699394298
33.848,-1.671192920132512,0.04555178700053003
33.948,-1.6711929201468452,0.04555178700711886
34.045,-1.6711929201611635,0.04555178701370158
34.145,-1.6711929201754774,0.04555178702028412
34.245,-1.6711929201897842,0.04555178702686805
34.345,-1.6711929202040765,0.045551787033445666
34.445,-1.671192920218364,0.04555178704002125
34.545,-1.6711929202326465,0.045551787046599804
34.685,-1.6711929202516191,0.04555178705534204
34.745,-1.6711929202611733,0.04555178705974518
34.845,-1.6711929202754292,0.045551787066319294
34.945,-1.6711929202896703,0.045551787072888206
35.045,-1.6711929203039042,0.04555178707945412
35.147,-1.6711929203181353,0.045551787086022366
35.248,-1.6711929203323503,0.045551787092587254
35.345,-1.6711929203465574,0.04555178709914712
35.445,-1.6711929203607616,0.04555178710570992
35.545,-1.671192920374953,0.045551787112270516
35.647,-1.6711929203891331,0.04555178711882651
35.745,-1.6711929204033111,0.04555178712538488
35.845,-1.6711929204174767,0.04555178713194121
35.945,-1.6711929204316314,0.04555178713849155
36.05,-1.671192920445783,0.04555178714504317
36.146,-1.671192920459925,0.04555178715159542
36.247,-1.6711929204740532,0.04555178715814147
36.346,-1.6711929204881781,0.045551787164687635
36.445,-1.6711929205022946,0.045551787171235265
36.545,-1.6711929205163971,0.04555178717777692
36.645,-1.6711929205304956,0.04555178718431853
36.747,-1.671192920544588,0.045551787190861545
36.845,-1.6711929205586649,0.04555178719739852
36.951,-1.6711929205727367,0.0455517872039332
37.045,-1.6711929205868046,0.04555178721047072
37.145,-1.671192920600857,0.045551787217004217
37.245,-1.6711929206149019,0.045551787223534645
37.35,-1.6711929206289433,0.0455517872300678
37.445,-1.6711929206429716,0.04555178723659708
37.545,-1.6711929206522238,0.04555178724090378
37.645,-1.671192920666241,0.04555178724743003
37.746,-1.67119292068501,0.0455517872561754
37.845,-1.671192920694246,0.04555178726047869
37.95,-1.6710678612254037,0.04540321444947813
38.045,-1.6691380826757678,0.04296054172853088
38.146,-1.668721938933764,0.03985332112909806
38.246,-1.6694444592723394,0.03938290994900048
38.346,-1.6698856804483262,0.04015161675339653
38.445,-1.6702755945511663,0.04073723499440374
38.545,-1.6712344792138316,0.04056074112973668
38.645,-1.6717463551018135,0.03940259234472324
38.749,-1.6715625093811968,0.036976971273405525
38.846,-1.671077281243639,0.03398637218191167
38.945,-1.670677498824292,0.031531603292490884
39.045,-1.6704809125980025,0.028956975121121244
39.145,-1.6705594779458155,0.024716574116337695
39.245,-1.6712361990608962,0.019537636865630113
39.352,-1.6723702162395024,0.014790005508952535
39.445,-1.673800957678573,0.01082140101713452
39.545,-1.6749788449128806,0.0070869146022842534
39.645,-1.6762549704366374,0.003196056913821235
39.745,-1.6787465207007066,-0.003912630915844753
39.847,-1.6836541862977805,-0.01636085516310272
39.945,-1.6912082156096535,-0.03317352067236403
40.045,-1.7008573544885968,-0.0523511386024717
40.145,-1.7142827509631626,-0.07502458581735114
40.256,-1.731340924321912,-0.09915418020984779
40.345,-1.7532095732113244,-0.12488845778391812
40.446,-1.7781149868618726,-0.15062736283608644
40.551,-1.8042403914945178,-0.17602804212805612
40.648,-1.8289100446643751,-0.20138770130989292
40.748,-1.8518537818419156,-0.22847124499550514
40.845,-1.8720075025794436,-0.2573311290013468
40.947,-1.8896782148357865,-0.2906487175061564
41.047,-1.9034732245909434,-0.3274265173244979
41.147,-1.912419323411973,-0.36722225780738066
41.246,-1.9160120783209376,-0.40911127048966234
41.345,-1.911924510161514,-0.45554558525780625
41.462,-1.902628379089237,-0.5041958956955601
41.545,-1.88729455242615,-0.5563078028075366
41.65,-1.8668420879001795,-0.6088075638004012
41.747,-1.8415813562058738,-0.6582343534183998
41.848,-1.8131894110654103,-0.7043321838822464
41.945,-1.780924450552344,-0.7454473192221783
42.045,-1.7457604112552079,-0.7823469434539307
42.145,-1.7083698755042558,-0.8135615011756936
42.25,-1.669382845119706,-0.8386861784189997
42.351,-1.629450558751379,-0.8580480679803677
42.445,-1.5900683858060025,-0.8736780882150442
42.549,-1.5516388572259627,-0.8867879863865034
42.646,-1.5147838255439021,-0.8976256170460966
42.747,-1.4793699356506969,-0.9065038690896353
42.85,-1.445224629492817,-0.9137749882479638
42.945,-1.4127512696444449,-0.9196075120133667
43.048,-1.3817914974109555,-0.9242240509119699
43.145,-1.352251103312114,-0.9278150152378217
43.245,-1.3239738168864648,-0.930620236330856
43.345,-1.2972593989381362,-0.9327527040380085
43.445,-1.2718752192250973,-0.9342527861001805
43.55,-1.2476815960013008,-0.9352159225353577
43.647,-1.224637596074689,-0.9357451665006183
43.745,-1.2027073217162627,-0.9359672664872974
43.845,-1.1820806601403926,-0.9359012147643545
43.945,-1.162595884134635,-0.9355856789809384
44.047,-1.1443506446479692,-0.9351206771024413
44.145,-1.1267600411031653,-0.9345086399268561
44.246,-1.1099788459318964,-0.9337698763156254
44.345,-1.0941619085154275,-0.9329429563187615
44.445,-1.0792315156057584,-0.9320271494871
44.546,-1.0650464202612135,-0.9310335313409824
44.647,-1.0515386974188232,-0.9299755605665173
44.745,-1.038762464418865,-0.9288805449184598
44.845,-1.0266646874710443,-0.9277714791804045
44.945,-1.0151918515904483,-0.9266602408974093
45.045,-1.004343009707889,-0.9255592695382723
45.145,-0.9941786276912412,-0.9244660450182437
45.246,-0.9843671953607077,-0.9233715094198363
45.345,-0.9750428378957906,-0.9223031917963754
45.445,-0.9661900996007234,-0.9212653444849249
45.545,-0.9576905348101983,-0.9202433081609238
45.645,-0.9497326538091432,-0.9192642237501771
45.745,-0.9408125250955942,-0.91815826936294
45.845,-0.9323426541232284,-0.9170836262289378
45.946,-0.9309935159919223,-0.9169032289171395
46.05,-0.9309935157758255,-0.9169032401822884
46.148,-0.93099351555959,-0.9169032496640738
46.245,-0.9309935142277869,-0.916903263108504
46.345,-0.930993512691961,-0.9169032748392553
46.446,-0.9309935118715428,-0.9169032810322052
46.546,-0.9309935114404896,-0.916903284221647
46.645,-0.9309935112128794,-0.9169032858480579
46.745,-0.9309935110868872,-0.9169032866976089
46.845,-0.9309935110095277,-0.9169032871778106
46.951,-0.9309935109547615,-0.9169032874880428
47.047,-0.9309935109105544,-0.9169032877200725
47.146,-0.9309935108716324,-0.9169032879140676
47.245,-0.9309935108356999,-0.9169032880875224
47.352,-0.9309935108017363,-0.9169032882481822
47.445,-0.9309935107693087,-0.9169032883993845
47.545,-0.9296960474678896,-0.9167273398176844
47.647,-0.922949398568978,-0.9157712987798952
47.746,-0.9114326838000362,-0.9139175077811574
47.846,-0.8966350002303117,-0.9109592218604098
47.945,-0.8778311530979673,-0.9068434368342226
48.045,-0.8548101685222307,-0.9010873862853627
48.146,-0.8281934514145864,-0.892773777943634
48.245,-0.7985726180500506,-0.8814270861282552
48.345,-0.7660777478398475,-0.8650149491880865
48.445,-0.7326160576878701,-0.843965345604058
48.547,-0.699007215044971,-0.8155471922730362
48.645,-0.6673243421634146,-0.782539457213038
48.745,-0.6383056699863712,-0.7430939512575604
48.85,-0.6128398647440241,-0.6995347538454949
48.947,-0.5894861106204499,-0.6526428090273795
49.046,-0.5656407493676229,-0.6020077950135279
49.145,-0.5404235993825227,-0.5492489745331937
49.245,-0.5131567239421354,-0.49619232245843425
49.346,-0.4841257285864551,-0.44405106141456757
49.445,-0.45353540841617696,-0.3927536917951874
49.545,-0.42160126172649337,-0.34219690546008275
49.648,-0.38929093258891223,-0.2932767894194086
49.745,-0.35902398060311125,-0.24861422540500938
49.845,-0.3290434885653906,-0.20576274816380474
49.945,-0.301800505680315,-0.16714648458190537
50.053,-0.2752132822095688,-0.13045616684082592
50.145,-0.2525409697049227,-0.09863857943856358
50.246,-0.2350806139100902,-0.07310935491553014
50.345,-0.22042054537032924,-0.052590980092053125
50.447,-0.20648489459353173,-0.034259670310028606
50.545,-0.19318142207054143,-0.017226831678230956
50.646,-0.1804481297708354,-0.000812270606830312
50.752,-0.16830183921889713,0.015269670360409968
50.847,-0.1572716863966789,0.030386774392700662
50.948,-0.14810718594830644,0.04289073570920629
51.051,-0.1408798655904726,0.05311966703125375
51.179,-0.13382429374739482,0.06444156418196986
51.247,-0.13112535273333187,0.0695593224501985
51.346,-0.12784698459273075,0.0769657435845759
51.445,-0.1253835176503697,0.0841562816547877
51.55,-0.12383063183789951,0.09062294860670361
51.645,-0.12307628162635485,0.096376522375479
51.749,-0.12289109731598773,0.10250719130697636
51.846,-0.12351282163680549,0.11110374450441715
51.945,-0.12556234781563955,0.12187800089046617
52.045,-0.12901535292020763,0.1329217348808484
52.146,-0.1338761816084791,0.1441258204648625
52.249,-0.1400809510966217,0.15649265820705022
52.349,-0.14836056754658775,0.1727026702572135
52.445,-0.15915048186725944,0.19235248475040434
52.545,-0.1733475353878473,0.2149662469736593
52.645,-0.19078095057207964,0.23958890252726484
52.746,-0.21294408969896778,0.26639260100519785
52.845,-0.2390721534785308,0.29346784332488146
52.945,-0.2687167495889995,0.3209228566893847
53.047,-0.3006607665880416,0.349027892129986
53.145,-0.3344092560838977,0.37901474570254085
53.245,-0.36899951075505094,0.4117618446990037
53.349,-0.4028599584940317,0.4488493587100131
53.448,-0.43404133060600475,0.49095207920690964
53.547,-0.46215306125595357,0.537988034406165
53.645,-0.4846042213992441,0.5906493282496157
53.746,-0.5018960730269986,0.6464454631083655
53.845,-0.5127363054993581,0.7051812055961528
53.945,-0.5164513023259,0.7654641024835421
54.046,-0.5138270493473983,0.8249431985043175
54.149,-0.5054725842033744,0.880764593428778
54.25,-0.49199647257553125,0.9347852945006319
54.348,-0.4720612184354732,0.9872876501113588
54.448,-0.4464802623525447,1.0378141038515807
54.546,-0.41393513588440833,1.0848224019059676
54.646,-0.3773553424803263,1.1283996385351005
54.745,-0.33371793322108617,1.1670172084238262
54.845,-0.28631489341425326,1.2007170996435153
54.945,-0.2351000380594726,1.2285900319430334
55.045,-0.1835440238264037,1.2502384990182405
55.145,-0.13333441036646146,1.2652542337934014
55.25,-0.08496297349172685,1.2737784390728686
55.346,-0.03888504774172491,1.2756647943813724
55.445,0.005281717811465456,1.2737778705031733
55.545,0.047041281966750545,1.2709841945713503
55.645,0.08637537815387626,1.2673565621530907
55.745,0.12370747693177342,1.2630281632348257
55.845,0.1590209280084902,1.2581006706566826
55.945,0.19239093977944288,1.2529079367861369
56.048,0.22400688708035918,1.2474580526270034
56.148,0.25393050993605315,1.2417939178337625
56.245,0.2821753880311521,1.2361482883042223
56.345,0.30924060977872114,1.2305346192223405
56.446,0.3348104881216738,1.2250427986177754
56.546,0.35880306363522413,1.2196713011394067
56.645,0.38151504430646443,1.214448792325028
56.749,0.40311452670396314,1.2093817267999796
56.848,0.42337740779185923,1.2044395109553654
56.951,0.44288052671765304,1.1995199068295443
57.046,0.4613733029495262,1.1948275004806768
57.147,0.4789187012723564,1.190361432345383
57.253,0.4955703955667022,1.1861127236857842
57.345,0.5114153690231951,1.1820638643976717
57.445,0.5264174710763229,1.178202131474577
57.546,0.5406408553348282,1.174519145481739
57.646,0.5496253503195324,1.17219022417552
57.747,0.5670506573201064,1.1676728380972883
57.845,0.5792797120143162,1.1645027602989217
57.946,0.5907926876575598,1.1615183353282683
58.045,0.6016450025779763,1.1587032785163156
58.146,0.6115619081520358,1.1560983485131793
58.245,0.6211426854607247,1.1535225028756968
58.345,0.6304890344218806,1.1510055377895023
58.445,0.6393528862830689,1.1486317056996707
58.545,0.6477692382528881,1.14639043893457
58.646,0.6557637151208099,1.1442723206899443
58.745,0.6633549204249922,1.142270136228524
58.847,0.6722478466199817,1.1399172576698051
58.945,0.6804402641072289,1.1376777765842772
59.045,0.6818854335205018,1.1372811609824605
59.145,0.6818837640512063,1.137281604743531
59.245,0.6818837616811169,1.137281598065873
59.345,0.6818837601019586,1.1372815935165503
59.451,0.681883759099533,1.137281590657761
59.547,0.6818837584670531,1.1372815888946723
59.646,0.6818837580209397,1.1372815875360407
59.75,0.6818837577393358,1.137281586648792
59.845,0.681883757596415,1.1372815863934096
59.945,0.6818837574986334,1.137281586341191
60.047,0.6818837574148667,1.1372815863502548
60.145,0.6818837573356477,1.1372815863774821
60.246,0.6818837572843636,1.1372815863986099
60.345,0.6818837571814245,1.137281586443479
60.446,0.6818837571053012,1.137281586477162
60.546,0.681883757029689,1.1372815865106207
60.646,0.6818837569545599,1.1372815865437358
60.756,0.6818837568799213,1.137281586576528
60.853,0.6818837568058225,1.1372815866092003
60.946,0.6818837567322726,1.1372815866417791
61.052,0.6818837566840367,1.1372815866632466
61.152,0.6818837566114355,1.1372815866957944
61.245,0.681883756514933,1.1372815867388366
61.348,0.6818837564436818,1.137281586771303
61.445,0.681883756373135,1.1372815868042074
61.547,0.6818837563028026,1.1372815868353034
61.646,0.6818837562321393,1.1372815868628698
61.746,0.6818837561619929,1.1372815868901442
61.846,0.6818837560925911,1.137281586918102
61.947,0.6818837560237704,1.1372815869459887
